"job_title","job_link","area","industry","date_posted","search_term","salary","state","salary_annual","weekday"
"Clinical Coding Auditors","/job/68337034?type=standout","Sydney NSW","(Healthcare & Medical)",2023-06-24 08:35:00,"data-scientist","Full-time and part-time roles - you choose!","NSW",NA,"Saturday"
"Water Resource Advisor","/job/68297481?type=promoted","Melbourne VIC","(Mining, Resources & Energy)",NA,"data-scientist",NA,"VIC",NA,NA
"Water Resource Advisor","/job/68298288?type=promoted","Canberra ACT","(Mining, Resources & Energy)",NA,"data-scientist",NA,"ACT",NA,NA
"Data Modeler (108368BR)","/job/68216182?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-06-19 19:35:00,"data-scientist",NA,"VIC",NA,"Monday"
"Senior Scientist","/job/67791273?type=standout","Melbourne VIC","(Science & Technology)",2023-05-29 19:35:00,"data-scientist",NA,"VIC",NA,"Monday"
"Data Ops & Analytics - Data Imprv & Strategy","/job/67860283?type=standout","Perth WA","(Information & Communication Technology)",2023-06-01 19:35:00,"data-scientist",NA,"WA",NA,"Thursday"
"Solution Architect - Data","/job/68131813?type=standout","Brisbane QLD","(Information & Communication Technology)",2023-06-14 19:35:00,"data-scientist","$151K - $188K per annum + superannuation","QLD",151,"Wednesday"
"Data & Information analyst","/job/68111309?type=standout","South West Coast VIC","(Healthcare & Medical)",2023-06-13 19:35:00,"data-scientist",NA,"VIC",NA,"Tuesday"
"Web Data and Analytics Lead – EL 1","/job/68264658?type=standout","Perth WA","(Marketing & Communications)",2023-06-21 19:35:00,"data-scientist","$112,682 to $ 122,848 + 15.4% Super","WA",112682,"Wednesday"
"Genomic Data Engineer","/job/68225610?type=standout","Melbourne VIC","(Healthcare & Medical)",2023-06-19 19:35:00,"data-scientist",NA,"VIC",NA,"Monday"
"Senior/ Lead Engineer","/job/67847924?type=standard","Sydney NSW","(Information & Communication Technology)",2023-05-31 19:35:00,"data-scientist",NA,"NSW",NA,"Wednesday"
"Research Officer (FMP Geospatial Science)","/job/68118536?type=standout","Perth WA","(Science & Technology)",2023-06-13 19:35:00,"data-scientist","PSCA, Spec Calling Level 2 $102,808 -$112,645","WA",102808,"Tuesday"
"Data Analyst","/job/68192766?type=standard","Gosford & Central Coast NSW","(Information & Communication Technology)",2023-06-16 19:35:00,"data-scientist","$101947 - $112849 p.a. + superannuation","NSW",101947,"Friday"
"Data Analyst","/job/68192757?type=standard","Blue Mountains & Central West NSW","(Information & Communication Technology)",2023-06-16 19:35:00,"data-scientist","$101947 - $112849 p.a. + superannuation","NSW",101947,"Friday"
"Quantitative Research Internship, Summer 2023-24","/job/67996846?type=standard","Sydney NSW","(Science & Technology)",2023-06-07 19:35:00,"data-scientist",NA,"NSW",NA,"Wednesday"
"Data Solutions Director - Media Industry","/job/68265797?type=standout","Sydney NSW","(Sales)",2023-06-21 19:35:00,"data-scientist","Base + super + bonus + benefits!","NSW",NA,"Wednesday"
"Biostatistician","/job/67953991?type=standout","Sydney NSW","(Healthcare & Medical)",2023-06-06 19:35:00,"data-scientist",NA,"NSW",NA,"Tuesday"
"Graduate Quantitative Researcher, 2024","/job/67997315?type=standard","Sydney NSW","(Banking & Financial Services)",2023-06-07 19:35:00,"data-scientist",NA,"NSW",NA,"Wednesday"
"Analytics Engineer","/job/67797730?type=standout","Sydney NSW","(Information & Communication Technology)",2023-05-29 19:35:00,"data-scientist","Competitive salary and benefits","NSW",NA,"Monday"
"Senior Data Policy Lead","/job/68302859?type=standout","Canberra ACT","(Government & Defence)",2023-06-22 19:35:00,"data-scientist","$128,799 - $146,897 TRP incl superannuation","ACT",128799,"Thursday"
"Senior TM1/Planning Analytics Developer","/job/68315845?type=standout","Brisbane QLD","(Accounting)",2023-06-23 19:35:00,"data-scientist","Permanent Role.  Benefits. Annual Bonus.","QLD",NA,"Friday"
"Data Modeller","/job/68255758?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-06-20 19:35:00,"data-scientist","DBT, Informatica, Data Modelling, Cloud transforma","VIC",NA,"Tuesday"
"Data Architect | Digital News & Media","/job/68254998?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-20 19:35:00,"data-scientist",NA,"NSW",NA,"Tuesday"
"Water Resource Advisor","/job/68298272?type=promoted","Sydney NSW","(Mining, Resources & Energy)",NA,"data-scientist",NA,"NSW",NA,NA
"AI Innovation Consultant","/job/67845377?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-05-31 19:35:00,"data-scientist",NA,"VIC",NA,"Wednesday"
"Senior Genome Analyst","/job/68321147?type=standout","Melbourne VIC","(Healthcare & Medical)",2023-06-23 19:35:00,"data-scientist",NA,"VIC",NA,"Friday"
"Scientist - Research & Clinical Bioanalytics","/job/67929263?type=standout","Melbourne VIC","(Science & Technology)",2023-06-05 19:35:00,"data-scientist",NA,"VIC",NA,"Monday"
"Tax Technology Consultant","/job/68220909?type=standout","Sydney NSW","(Accounting)",2023-06-19 19:35:00,"data-scientist",NA,"NSW",NA,"Monday"
"Mid OR Senior Python Engineers | Flask,FastAPI, | Fully Remote Remote | $170k+","/job/68209686?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-18 19:35:00,"data-scientist","$140,000 - $170,000+Super+ ESOP","VIC",140000,"Sunday"
"Head of Domain Architecture - Data & Data Platforms","/job/67898515?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-02 19:35:00,"data-scientist",NA,"NSW",NA,"Friday"
"Developer Programmer - 261312 \ Developer (Other)","/job/68097687?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-13 19:35:00,"data-scientist","$140,000 – $160,000 per year","NSW",140000,"Tuesday"
"Solution Architect - Data","/job/68131994?type=standout","Cairns & Far North QLD","(Information & Communication Technology)",2023-06-14 19:35:00,"data-scientist","$151K - $188K per annum + superannuation","QLD",151,"Wednesday"
"Casual Lecturer/Facilitator","/job/68156475?type=standard","Melbourne VIC","(Education & Training)",2023-06-15 19:35:00,"data-scientist",NA,"VIC",NA,"Thursday"
"Senior Analyst - Transport Modelling","/job/68131972?type=standout","Melbourne VIC","(Engineering)",2023-06-14 19:35:00,"data-scientist",NA,"VIC",NA,"Wednesday"
"Clinical Bioinformatician (Technical)","/job/67893522?type=standout","Canberra ACT","(Science & Technology)",2023-06-02 19:35:00,"data-scientist","$122,133 - $127,967 per annum plus 17% super","ACT",122133,"Friday"
"APS 6 - Senior Data Manager","/job/68177179?type=standout","Canberra ACT","(Government & Defence)",2023-06-16 19:35:00,"data-scientist","$85,607 - $97,790 (plus Super)","ACT",85607,"Friday"
"Assistant Director, Business Modelling and Intelligence (EL1)","/job/68242057?type=standout","Canberra ACT","(Government & Defence)",2023-06-20 19:35:00,"data-scientist",NA,"ACT",NA,"Tuesday"
"Investment Data Product Manager","/job/68326808?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-23 19:35:00,"data-scientist",NA,"VIC",NA,"Friday"
"Senior Data Developer, APS6/EL1 (EA2023/182)","/job/67891031?type=standout","Darwin NT","(Government & Defence)",2023-06-02 19:35:00,"data-scientist","$92,228 - $126,815 plus 15.4% superannuation","NT",92228,"Friday"
"PhD Scholarship - Investigation of AI techniques","/job/67969286?type=standout","Melbourne VIC","(Education & Training)",2023-06-06 19:35:00,"data-scientist","$33,000 per annum (tax-free stipend)","VIC",33000,"Tuesday"
"Informatica Integration Developers","/job/68207790?type=standard","Perth WA","(Information & Communication Technology)",2023-06-18 19:35:00,"data-scientist",NA,"WA",NA,"Sunday"
"Quantitative Development Internship, Summer 2023-24","/job/67996900?type=standard","Sydney NSW","(Science & Technology)",2023-06-07 19:35:00,"data-scientist",NA,"NSW",NA,"Wednesday"
"Senior Data Policy Lead","/job/68302920?type=standout","Sydney NSW","(Government & Defence)",2023-06-22 19:35:00,"data-scientist","$128,799 - $146,897 TRP incl superannuation","NSW",128799,"Thursday"
"Principle Electronics Officer","/job/67955967?type=standout","Adelaide SA","(Science & Technology)",2023-06-06 19:35:00,"data-scientist",NA,"SA",NA,"Tuesday"
"Account Manager - Pharmacy- QLD","/job/68167350?type=promoted","Brisbane QLD","(Healthcare & Medical)",NA,"data-scientist",NA,"QLD",NA,NA
"Study Support Officer","/job/68185127?type=promoted","Adelaide SA","(Science & Technology)",NA,"data-scientist",NA,"SA",NA,NA
"Medical Laboratory Scientist - Cytology - Anatomical Pathology","/job/68314677?type=standard","Sydney NSW","(Healthcare & Medical)",2023-06-23 19:35:00,"data-scientist","$34.02 - $49.27 per hour plus superannuation","NSW",34,"Friday"
"Solution Architect - Data","/job/68132109?type=standout","Hervey Bay & Fraser Coast QLD","(Information & Communication Technology)",2023-06-14 19:35:00,"data-scientist","$151K - $188K per annum + superannuation","QLD",151,"Wednesday"
"Analyst - Forecasting and Data Analytics","/job/68040539?type=standard","Sydney NSW","(Manufacturing, Transport & Logistics)",2023-06-09 19:35:00,"data-scientist","$129,300 - $147,500 including superannuation","NSW",129300,"Friday"
"Senior Analytics Adivser","/job/68292982?type=standard","Brisbane QLD","(Information & Communication Technology)",2023-06-22 19:35:00,"data-scientist","$700 - $740 p.d. incl. super","QLD",700,"Thursday"
"Geospatial Support Analyst - Expression of Interest","/job/68325322?type=standard","Gold Coast QLD","(Information & Communication Technology)",2023-06-23 19:35:00,"data-scientist",NA,"QLD",NA,"Friday"
"Quantitative Trading Internship, Summer 2023-24","/job/67996958?type=standard","Sydney NSW","(Science & Technology)",2023-06-07 19:35:00,"data-scientist",NA,"NSW",NA,"Wednesday"
"Data Hub & Digitization Manager, AMEA","/job/68098947?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-13 19:35:00,"data-scientist",NA,"VIC",NA,"Tuesday"
"Manager - Data Migration.","/job/67838820?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-05-31 19:35:00,"data-scientist",NA,"VIC",NA,"Wednesday"
"Cell Culture Scientist","/job/68302011?type=standout","Melbourne VIC","(Science & Technology)",2023-06-22 19:35:00,"data-scientist",NA,"VIC",NA,"Thursday"
"Senior Data Modeler","/job/67945829?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-05 19:35:00,"data-scientist","Excellent salary/rate on offer","NSW",NA,"Monday"
"Talent Register Technology Level 4","/job/68313404?type=standout","Canberra ACT","(Government & Defence)",2023-06-23 19:35:00,"data-scientist",NA,"ACT",NA,"Friday"
"Research Scientist - Chemical Sensor Development","/job/68233230?type=standout","Melbourne VIC","(Science & Technology)",2023-06-19 19:35:00,"data-scientist",NA,"VIC",NA,"Monday"
"Research Scientist (FMP Eco-Acoustics)","/job/68167596?type=standout","Perth WA","(Science & Technology)",2023-06-15 19:35:00,"data-scientist","PSCA, Spec Calling Level 2, $102,808 - $112,645","WA",102808,"Thursday"
"Vertical Sales BDM - Data Centers","/job/68288710?type=standard","Sydney NSW","(Sales)",2023-06-22 19:35:00,"data-scientist",NA,"NSW",NA,"Thursday"
"Odoo ERP Manager","/job/68147220?type=standout","Perth WA","(Information & Communication Technology)",2023-06-15 19:35:00,"data-scientist",NA,"WA",NA,"Thursday"
"Graduate Quantitative Researcher, 2024","/job/67930968?type=standout","Sydney NSW","(Banking & Financial Services)",2023-06-05 19:35:00,"data-scientist","$140,000 per year + attractive bonus package","NSW",140000,"Monday"
"Sleep Scientist / Sleep Technologist - Research","/job/68093092?type=standout","Sydney NSW","(Healthcare & Medical)",2023-06-13 19:35:00,"data-scientist",NA,"NSW",NA,"Tuesday"
"Research Scientist (Climate Adaptation Fauna Ecologist)","/job/68106336?type=standout","Perth WA","(Science & Technology)",2023-06-13 19:35:00,"data-scientist","PSCA, Spec Calling Level 2, $102,808 - $112,645","WA",102808,"Tuesday"
"Data Networks Common Operating Picture Manager","/job/68277472?type=standout","Sydney NSW","(Government & Defence)",2023-06-21 19:35:00,"data-scientist",NA,"NSW",NA,"Wednesday"
"Health Informatics & Data Analytics Officer","/job/67808033?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-05-30 19:35:00,"data-scientist",NA,"VIC",NA,"Tuesday"
